,Course ID,Course Title,Course Credits,Description,ARTSCI,ARCH,ART,EN,BU,Section,Day,Time,Building,Instructor,Final Exam,Seats,Enroll,WaitList
180,E81 CSE 240,Logic and Discrete Mathematics,3.0 Units,"Introduces elements of logic and discrete mathematics that allow reasoning about computational structures and processes. Generally, the areas of discrete structures, proof techniques, probability and computational models are covered. Topics typically include propositional and predicate logic; sets, relations, functions and graphs; proof by contradiction, induction and recursion; finite state machines and regular languages; and introduction to discrete probability, expected value and variance. Prerequisite: CSE 131 [ REQUIRED COMMON EXAMS on TBD] Note: Online textbook purchase required",,,,TU 3.00 ,,02,-T-R---,2:30P-3:50P,TBA,Garnett,No final,115,0,0
181,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,01,-T-----,1:00P-2:20P,TBA,"Cole, Ma",Paper/Project/TakeHome,210,0,0
182,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,02,-T-----,2:30P-3:50P,TBA,"Cole, Ma",Paper/Project/TakeHome,210,0,0
183,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,A,---R---,1:00P-2:20P,TBA,"Cole, Ma",No final,70,0,0
184,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,B,---R---,1:00P-2:20P,TBA,"Cole, Ma",No final,54,0,0
185,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,C,---R---,1:00P-2:20P,TBA,"Cole, Ma",No final,54,0,0
186,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,D,---R---,2:30P-3:50P,TBA,"Cole, Ma",No final,70,0,0
187,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,E,---R---,2:30P-3:50P,TBA,"Cole, Ma",No final,54,0,0
188,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,F,---R---,2:30P-3:50P,TBA,"Cole, Ma",No final,54,0,0
189,E81 CSE 247,Data Structures and Algorithms,3.0 Units,"Study of fundamental algorithms, data structures, and their effective use in a variety of applications. Emphasizes importance of data structure choice and implementation for obtaining the most efficient algorithm for solving a given problem. A key component of this course is worst-case asymptotic analysis, which provides a quick and simple method for determining the scalability and effectiveness of an algorithm. Online textbook purchase required. Prerequisite: CSE 131/501N, and fluency with summations, derivatives, and proofs by induction. Attendance is required for two evening exams on TBD.",,,,TU 3.00 ,,G,---R---,4:00P-5:20P,TBA,"Cole, Ma",No final,0,0,0
190,E81 CSE 247R,Seminar: Data Structures and Algorithms,1.0 Unit,"In this course we explore problems that arise in coding interviews, with the goal of reinforcing and augmenting the intellectual material of CSE 247 - Data Structures and Algorithms. This course serves as a supplement to CSE 247 and aims to prepare students for software engineering interviews by training them in the application of data structures and algorithm fundamentals and improving overall programming skills. Based on the best-selling book Cracking the Coding Interview, students will work in teams and on their own to solve coding problems, and throughout the course of the semester students will be expected to complete mock interviews. Clarity and efficiency of solutions are emphasized, and students present their solutions in small groups and to the entire class. Corequisite: CSE 247 Note that this course will be held in-person.",,,,TU 1.00 ,,01,----F--,12:00P-1:50P,TBA,Ma,No final,40,0,0
191,E81 CSE 247R,Seminar: Data Structures and Algorithms,1.0 Unit,"In this course we explore problems that arise in coding interviews, with the goal of reinforcing and augmenting the intellectual material of CSE 247 - Data Structures and Algorithms. This course serves as a supplement to CSE 247 and aims to prepare students for software engineering interviews by training them in the application of data structures and algorithm fundamentals and improving overall programming skills. Based on the best-selling book Cracking the Coding Interview, students will work in teams and on their own to solve coding problems, and throughout the course of the semester students will be expected to complete mock interviews. Clarity and efficiency of solutions are emphasized, and students present their solutions in small groups and to the entire class. Corequisite: CSE 247 Note that this course will be held in-person.",,,,TU 1.00 ,,02,------S,12:00P-2:00P,TBA,Ma,No final,40,0,0
192,E81 CSE 256A,Introduction to Human-Centered Design,3.0 Units,"This course provides an introduction to human-centered design through a series of small user interface development projects covering information foraging, learnability, and problem solving. Projects will begin with reviewing a relevant model of human behavior. Each project will then provide an opportunity to explore how to apply that model in the design of a new user interface. Prerequisite: CSE 131.",,,,TU 3.00 ,,01,M-W----,10:00A-11:20A,TBA,Kelleher,Paper/Project/TakeHome,0,0,0
193,E81 CSE 260M,Introduction to Digital Logic and Computer Design,3.0 Units,"Introduction to design methods for digital logic and fundamentals of computer architecture. Students learn to use hardware description languages and computer-aided design tools (simulation, circuit synthesis) and apply them to the design of a variety of digital circuits. Coverage includes both combinational and sequential circuits, ranging in complexity from basic arithmetic circuits to a simple processor. Students learn about the underlying causes of circuit delays and timing issues in sequential circuits (setup and hold times, minimum clock period analysis, metastability). They also study how logic minimization is done, learn to make basic design trade-offs (complexity vs. performance), and how look ahead techniques can be used to speed circuit operation. Coverage also includes the operation of a programmable processor, common methods for enhancing processor performance and the design of memory systems. Prerequisites: CSE 131",,,,TU ,,01,-T-R---,2:30P-3:50P,TBA,Siever,No final,0,0,0
194,E81 CSE 311A,Introduction to Intelligent Agents Using Science Fiction,3.0 Units,"The course uses science-fiction short stories, TV episodes, and movies to motivate and introduce fundamental principles and techniques in intelligent agent systems. Topics covered may include game theory, decision theory, machine learning, distributed algorithms, and ethics. This course is not for students who have taken CSE 412A and/or CSE 417T. Prerequisite: CSE 247.",,,,BME T2 TU 3.00 ,,01,M-W----,2:30P-3:50P,TBA,Yeoh,No final,0,0,0
195,E81 CSE 314A,Data Manipulation and Management,3.0 Units,"As the base of data science, data needs to be acquired, integrated and preprocessed. This important step in the data science workflow ensures both quantity and quality of data and improves the effectiveness of the following steps of data processing. Students will gain an understanding of concepts and approaches of data acquisition and governance including data shaping, information extraction, information integration, data reduction and compression, data transformation as well as data cleaning. The course will further highlight the ethical responsibility of protecting the integrity of data and proper use of data. Prerequisites: CSE 131, CSE 217A; Corequisite: CSE 247",,,,BME T2 TU 3.00 ,,01,-T-R---,5:30P-7:00P,TBA,Schlichenmeyer,Dec 17 2024  6:00PM -  8:00PM,0,0,0
196,E81 CSE 330S,Rapid Prototype Development and Creative Programming,3.0 Units,"This course uses web development as a vehicle for developing skills in rapid prototyping. Students acquire the skills to build a Linux web server in Apache, to write a web site from scratch in PHP, to run an SQL database, to perform scripting in Python, to employ various web frameworks, and to develop modern web applications in client-side and server-side JavaScript. The course culminates with a creative project in which students are able to synthesize the course material into a project of their own interest. The course implements an interactive studio format: after a formal presentation of a topic, students develop a related project under the supervision of the instructor. Prerequisite: CSE 131",,,,BME T2 TU 3.00 ,,11,M-W----,11:30A-12:50P,Urbauer / 222   ,Sproull,No final,60,0,0
197,E81 CSE 330S,Rapid Prototype Development and Creative Programming,3.0 Units,"This course uses web development as a vehicle for developing skills in rapid prototyping. Students acquire the skills to build a Linux web server in Apache, to write a web site from scratch in PHP, to run an SQL database, to perform scripting in Python, to employ various web frameworks, and to develop modern web applications in client-side and server-side JavaScript. The course culminates with a creative project in which students are able to synthesize the course material into a project of their own interest. The course implements an interactive studio format: after a formal presentation of a topic, students develop a related project under the supervision of the instructor. Prerequisite: CSE 131",,,,BME T2 TU 3.00 ,,12,M-W----,11:30A-12:50P,Urbauer / 218   ,Sproull,No final,60,0,0
198,E81 CSE 330S,Rapid Prototype Development and Creative Programming,3.0 Units,"This course uses web development as a vehicle for developing skills in rapid prototyping. Students acquire the skills to build a Linux web server in Apache, to write a web site from scratch in PHP, to run an SQL database, to perform scripting in Python, to employ various web frameworks, and to develop modern web applications in client-side and server-side JavaScript. The course culminates with a creative project in which students are able to synthesize the course material into a project of their own interest. The course implements an interactive studio format: after a formal presentation of a topic, students develop a related project under the supervision of the instructor. Prerequisite: CSE 131",,,,BME T2 TU 3.00 ,,13,M-W----,11:30A-12:50P,Urbauer / 216   ,Sproull,No final,30,0,0
199,E81 CSE 330S,Rapid Prototype Development and Creative Programming,3.0 Units,"This course uses web development as a vehicle for developing skills in rapid prototyping. Students acquire the skills to build a Linux web server in Apache, to write a web site from scratch in PHP, to run an SQL database, to perform scripting in Python, to employ various web frameworks, and to develop modern web applications in client-side and server-side JavaScript. The course culminates with a creative project in which students are able to synthesize the course material into a project of their own interest. The course implements an interactive studio format: after a formal presentation of a topic, students develop a related project under the supervision of the instructor. Prerequisite: CSE 131",,,,BME T2 TU 3.00 ,,14,M-W----,11:30A-12:50P,Urbauer / 214   ,Sproull,No final,30,0,0
200,E81 CSE 332S,Object-Oriented Software Development Laboratory,3.0 Units,"Intensive focus on practical aspects of designing, implementing and debugging object-oriented software. Topics covered include developing, documenting, and testing representative applications using object-oriented and generic frameworks and C++. Design and implementation based on frameworks are central themes to enable the construction of reusable, extensible, efficient, and maintainable software. A midterm evening exam at which attendance is required will be held on TBD. Prerequisites: CSE131, CSE 247",,,,BME T2 TU 3.00 ,,01,M-W----,10:00A-11:20A,TBA,Shidal,Paper/Project/TakeHome,80,0,0
201,E81 CSE 332S,Object-Oriented Software Development Laboratory,3.0 Units,"Intensive focus on practical aspects of designing, implementing and debugging object-oriented software. Topics covered include developing, documenting, and testing representative applications using object-oriented and generic frameworks and C++. Design and implementation based on frameworks are central themes to enable the construction of reusable, extensible, efficient, and maintainable software. A midterm evening exam at which attendance is required will be held on TBD. Prerequisites: CSE131, CSE 247",,,,BME T2 TU 3.00 ,,02,M-W----,1:00P-2:20P,TBA,Shidal,Paper/Project/TakeHome,80,0,0
202,E81 CSE 337A,Retro Game Design,3.0 Units,"Before they became ""retro,"" games played on platforms of the 1970s and 1980s were just games. But early game-console hardware was designed with very particular ideas of what made a game a game, and under extreme constraints of cost and technical viability. Creators designed for these constraints, and their work then influenced the design of later hardware and software. This is a course about the history, design, and technology of one retro game console, the 1977 Atari Video Computer System (also known as the Atari VCS or the Atari 2600). The first popular home console, the Atari VCS is a truly weird computer: It ""boasts"" 128 bytes of RAM, no video buffer, and a custom graphics and sound chip designed to interface with then-universal cathode ray tube televisions. Against all odds, creators made fun and successful games within these extreme constraints. Just as an artist benefits from learning the fundamentals of their craft, so a game designer or developer can benefit from returning to these early and crude hardware platforms. In this course, students will learn the technical and creative history of the Atari, and they will also learn the fundamentals of programming its unfamiliar hardware. Students will carry out programming exercises, mostly in the assembly language instructions required to operate this unusual computer. They will then make their own games for the Atari, which will be able to run on the actual, 45-year-old hardware.",HUM ,HUM ,HUM VC ,H ,HUM ,01,M-W----,4:00P-5:20P,TBA,Bogost,Dec 13 2024  6:00PM -  8:00PM,0,0,0
203,E81 CSE 337A,Retro Game Design,3.0 Units,"Before they became ""retro,"" games played on platforms of the 1970s and 1980s were just games. But early game-console hardware was designed with very particular ideas of what made a game a game, and under extreme constraints of cost and technical viability. Creators designed for these constraints, and their work then influenced the design of later hardware and software. This is a course about the history, design, and technology of one retro game console, the 1977 Atari Video Computer System (also known as the Atari VCS or the Atari 2600). The first popular home console, the Atari VCS is a truly weird computer: It ""boasts"" 128 bytes of RAM, no video buffer, and a custom graphics and sound chip designed to interface with then-universal cathode ray tube televisions. Against all odds, creators made fun and successful games within these extreme constraints. Just as an artist benefits from learning the fundamentals of their craft, so a game designer or developer can benefit from returning to these early and crude hardware platforms. In this course, students will learn the technical and creative history of the Atari, and they will also learn the fundamentals of programming its unfamiliar hardware. Students will carry out programming exercises, mostly in the assembly language instructions required to operate this unusual computer. They will then make their own games for the Atari, which will be able to run on the actual, 45-year-old hardware.",HUM ,HUM ,HUM VC ,H ,HUM ,A,---R---,4:00P-6:50P,TBA,Bogost,No final,0,0,0
204,E81 CSE 347,Analysis of Algorithms,3.0 Units,"Introduces techniques for the mathematical analysis of algorithms, including randomized algorithms and non-worst-case analyses such as amortized and competitive analysis. Introduces the standard paradigms of divide-and-conquer, greedy, and dynamic programming algorithms, as well as reductions. Also provides an introduction to the study of intractability and techniques to determine when good algorithms cannot be designed. Note: A Wednesday recitation section will be required. Times TBD based on students' schedules. Attendance is required for two evening exams. Evening exams will be TBD. Prerequisites: (CSE 240 or Math 310) and CSE 247",,,,BME T2 TU 3.00 ,,01,M------,1:00P-2:20P,TBA,Agrawal,Paper/Project/TakeHome,0,0,0
205,E81 CSE 347,Analysis of Algorithms,3.0 Units,"Introduces techniques for the mathematical analysis of algorithms, including randomized algorithms and non-worst-case analyses such as amortized and competitive analysis. Introduces the standard paradigms of divide-and-conquer, greedy, and dynamic programming algorithms, as well as reductions. Also provides an introduction to the study of intractability and techniques to determine when good algorithms cannot be designed. Note: A Wednesday recitation section will be required. Times TBD based on students' schedules. Attendance is required for two evening exams. Evening exams will be TBD. Prerequisites: (CSE 240 or Math 310) and CSE 247",,,,BME T2 TU 3.00 ,,02,M------,10:00A-11:20A,TBA,Sibai,Paper/Project/TakeHome,0,0,0
206,E81 CSE 347,Analysis of Algorithms,3.0 Units,"Introduces techniques for the mathematical analysis of algorithms, including randomized algorithms and non-worst-case analyses such as amortized and competitive analysis. Introduces the standard paradigms of divide-and-conquer, greedy, and dynamic programming algorithms, as well as reductions. Also provides an introduction to the study of intractability and techniques to determine when good algorithms cannot be designed. Note: A Wednesday recitation section will be required. Times TBD based on students' schedules. Attendance is required for two evening exams. Evening exams will be TBD. Prerequisites: (CSE 240 or Math 310) and CSE 247",,,,BME T2 TU 3.00 ,,A,--W----,1:00P-2:20P,TBA,Agrawal,No final,0,0,0
207,E81 CSE 347,Analysis of Algorithms,3.0 Units,"Introduces techniques for the mathematical analysis of algorithms, including randomized algorithms and non-worst-case analyses such as amortized and competitive analysis. Introduces the standard paradigms of divide-and-conquer, greedy, and dynamic programming algorithms, as well as reductions. Also provides an introduction to the study of intractability and techniques to determine when good algorithms cannot be designed. Note: A Wednesday recitation section will be required. Times TBD based on students' schedules. Attendance is required for two evening exams. Evening exams will be TBD. Prerequisites: (CSE 240 or Math 310) and CSE 247",,,,BME T2 TU 3.00 ,,B,--W----,1:00P-2:20P,TBA,Agrawal,No final,0,0,0
208,E81 CSE 347,Analysis of Algorithms,3.0 Units,"Introduces techniques for the mathematical analysis of algorithms, including randomized algorithms and non-worst-case analyses such as amortized and competitive analysis. Introduces the standard paradigms of divide-and-conquer, greedy, and dynamic programming algorithms, as well as reductions. Also provides an introduction to the study of intractability and techniques to determine when good algorithms cannot be designed. Note: A Wednesday recitation section will be required. Times TBD based on students' schedules. Attendance is required for two evening exams. Evening exams will be TBD. Prerequisites: (CSE 240 or Math 310) and CSE 247",,,,BME T2 TU 3.00 ,,C,--W----,10:00A-11:20A,TBA,Sibai,No final,0,0,0
209,E81 CSE 347,Analysis of Algorithms,3.0 Units,"Introduces techniques for the mathematical analysis of algorithms, including randomized algorithms and non-worst-case analyses such as amortized and competitive analysis. Introduces the standard paradigms of divide-and-conquer, greedy, and dynamic programming algorithms, as well as reductions. Also provides an introduction to the study of intractability and techniques to determine when good algorithms cannot be designed. Note: A Wednesday recitation section will be required. Times TBD based on students' schedules. Attendance is required for two evening exams. Evening exams will be TBD. Prerequisites: (CSE 240 or Math 310) and CSE 247",,,,BME T2 TU 3.00 ,,D,--W----,10:00A-11:20A,TBA,Sibai,No final,0,0,0
210,E81 CSE 359A,"Signals, Data and Equity",3.0 Units,"This course introduces the design of classification and estimation systems for equity, that is, with the goal of reducing the inequities of racism, sexism, xenophobia, ableism, and other systems of oppression. Systems which change the allocation of resources among people can increase inequity due to their inputs, the systems themselves, or how the systems interact in the context in which they are deployed. This course presents background in power and oppression, to help predict how new technological and societal systems might interact, and when they might confront or reinforce existing power systems. Measurement theory, the study of the mismatch between a system's intended measure and the data it actually uses, is covered. Multiple example sensing and classification systems which operate on people (e.g., optical, audio, and text sensors) are covered by implementing algorithms and quantifying inequitable outputs. Prerequisite: ESE 105 or 217A or CSE 417T. Background readings will be available.",,,,BME T2 TU 3.00 ,,01,M-W----,10:00A-11:20A,TBA,Wormleighton,No final,25,0,0
211,E81 CSE 361S,Introduction to Systems Software,3.0 Units,"Introduction to the hardware and software foundations of computer processing systems. This course provides a programmer's perspective of how computer systems execute programs and store information. The course material aims to enables students to become more effective programmers, especially in dealing with issues of performance, portability and robustness. It also serves as a foundation for other system courses, such as compilers, networks, and operating systems, where a deeper understanding of systems-level issues is required. Topics covered include: machine-level code and its generation by optimizing compilers, performance evaluation and optimization, computer arithmetic, memory organization and management, and supporting concurrent computation. Prerequisite: CSE 132",,,,BME T2 TU 3.00 ,,01,-T-R---,10:00A-11:20A,Lopata Hall / 101   ,Orr,Dec 17 2024  6:00PM -  8:00PM,90,0,0
212,E81 CSE 362M,Computer Architecture,3.0 Units,"This course explores the interaction and design philosophy of hardware and software for digital computer systems. Topics include: Processor architecture, Instruction Set Architecture, Assembly Language, memory hierarchy design, I/O considerations, and a comparison of computer architectures. Prerequisite: CSE 260M.",,,,BME T2 TU 3.00 ,,01,-T-R---,2:30P-3:50P,TBA,Chamberlain,Dec 18 2024  3:30PM -  5:30PM,0,0,0
213,E81 CSE 365S,Elements of Computing Systems,3.0 Units,"All computers are made up of 0s and 1s. However, the conceptual gap between the 0s and 1s and the day to day operation of modern computers is enormously wide. This fast-paced course aims to bridge the divide by starting with simple logic gates and building up the levels of abstraction until one can create games like Tetris. There is no specific programming language requirement, but some experience with programming is needed. Prerequisite: CSE 132 and CSE 247",,,,BME T2 TU 3.00 ,,01,-T-R---,2:30P-3:50P,TBA,[TBA],Dec 18 2024  3:30PM -  5:30PM,0,0,0
214,E81 CSE 411A,AI and Society,3.0 Units,"AI has made increasing inroads in a broad array of applications, many that have socially significant implications. This course will study a number of such applications, focusing on issues such as AI used for social good, fairness and accountability of AI, and potential security implications of AI systems. Prerequisite: CSE 247",,,,BME T2 TU 3.00 ,,01,M-W----,10:00A-11:20A,TBA,Vorobeychik,No final,0,0,0
215,E81 CSE 412A,Introduction to Artificial Intelligence,3.0 Units,"The discipline of artificial intelligence (AI) is concerned with building systems that think and act like humans or rationally on some absolute scale. This course is an introduction to the field, with special emphasis on sound modern methods. The topics include knowledge representation, problem solving via search, game playing, logical and probabilistic reasoning, planning, dynamic programming, and reinforcement learning. Programming exercises concretize the key methods. Two evening exams at which attendance is required will be held on TBD. Evaluation is based on written and programming assignments, evening exams and a final exam. Prerequisites: CSE 247, ESE 326(or Math 3200 or Math 3211 or Engr 328), Math 233",,,,BME T2 TU 3.00 ,,01,-T-R---,10:00A-11:20A,TBA,M Tabakhi,Paper/Project/TakeHome,0,0,0
216,E81 CSE 412A,Introduction to Artificial Intelligence,3.0 Units,"The discipline of artificial intelligence (AI) is concerned with building systems that think and act like humans or rationally on some absolute scale. This course is an introduction to the field, with special emphasis on sound modern methods. The topics include knowledge representation, problem solving via search, game playing, logical and probabilistic reasoning, planning, dynamic programming, and reinforcement learning. Programming exercises concretize the key methods. Two evening exams at which attendance is required will be held on TBD. Evaluation is based on written and programming assignments, evening exams and a final exam. Prerequisites: CSE 247, ESE 326(or Math 3200 or Math 3211 or Engr 328), Math 233",,,,BME T2 TU 3.00 ,,02,-T-R---,11:30A-12:50P,TBA,M Tabakhi,Paper/Project/TakeHome,0,0,0
217,E81 CSE 413A,Web Privacy and Security,3.0 Units,"This course introduces the fundamental concepts of web privacy and security. It explores the challenges and techniques related to protecting personal privacy online and securing web applications from threats and vulnerabilities. Why take this course: Given that the vast majority of user-facing software is consumed through the web platform, developing an understanding of the web ecosystem is crucial in improving user privacy and security, overall. Topics include: Webpage execution (e.g., JavaScript execution), Browser security model (e.g., site isolation), Online tracking (e.g., cookies, fingerprinting), Privacy enhancing technologies (e.g., tracker blocking), Technology policy (privacy laws, policies). Prereqs: CSE 247",,,,,,01,M-W----,2:30P-3:50P,TBA,Iqbal,Project,0,0,0
218,E81 CSE 416A,Data Science for Complex Networks,3.0 Units,"This course examines complex systems through the eyes of a computer scientist. We will use the representative power of graphs to model networks of social, technological, or biological interactions. Network analysis provides many computational, algorithmic, and modeling challenges. We begin by studying graph theory, allowing us to quantify the structure and interactions of social and other networks. We will then explore how to practically analyze network data and how to reason about it through mathematical models of network structure and evolution. We will also investigate algorithms that extract basic properties of networks in order to find communities and infer node properties. Finally, we will study a range of applications including robustness and fragility of networks such as the internet, spreading processes used to study epidemiology or viral marketing, and the ranking of webpages based on the structure of the webgraph. This course combines concepts from computer science and applied mathematics to study networked systems using data mining. Prerequisites: CSE 247, ESE 326 (or Math 3200 or Math 3211 or Engr 328), MATH 309, and Python programming experience (we will parse data and analyze networks using Python)",,,,BME T2 TU 3.00 ,,01,-T-R---,2:30P-3:50P,TBA,Neumann,Paper/Project/TakeHome,0,0,0
219,E81 CSE 417T,Introduction to Machine Learning,3.0 Units,"The field of machine learning is concerned with the question of how to construct computer programs that automatically improve with experience. This course is a broad introduction to machine learning, covering the foundations of supervised learning and important supervised learning algorithms. Topics to be covered are the theory of generalization (including VC-dimension, the bias-variance tradeoff, validation, and regularization) and linear and non-linear learning models (including linear and logistic regression, decision trees, ensemble methods, neural networks, nearest-neighbor methods, and support vector machines). Prerequisites: CSE 247, ESE 326 (or Math 3200 or Math 3211 or Engr 328), Math 233, and Math 309 (can be taken concurrently).",,,,BME T2 TU 3.00 ,,01,M-W----,10:00A-11:20A,TBA,Ho,No final,0,0,0
220,E81 CSE 419A,Introduction to AI for Health,3.0 Units,"Artificial Intelligence (AI) has emerged as a powerful tool for solving complex health problems using advanced data-driven techniques. AI for health is fueled by both the advancement in AI methods and the increasing availability of health data. This course will introduce the interdisciplinary field of AI for health including applications of AI in various healthcare domains. Students will read and critique research papers and perform projects to develop AI models and solutions for health care. Prerequisites: CSE 217A, CSE 417T (Machine Learning), or ESE 417, or CSE 514A (Data Mining), or CSE 517A (Machine Learning).",,,,,,01,-T-R---,1:00P-2:20P,TBA,Lu,Paper/Project/TakeHome,0,0,0
221,E81 CSE 425S,Programming Systems and Languages,3.0 Units,"A systematic study of the principles, concepts and mechanisms of computer programming languages: their syntax, semantics and pragmatics; the processing and interpretation of computer programs; programming paradigms; and language design. Illustrative examples are selected from a variety of programming language paradigms. Prerequisites: CSE 332S",,,,BME T2 TU 3.00 ,,01,-T-R---,11:30A-12:50P,TBA,Cosgrove,No final,0,0,0
222,E81 CSE 425S,Programming Systems and Languages,3.0 Units,"A systematic study of the principles, concepts and mechanisms of computer programming languages: their syntax, semantics and pragmatics; the processing and interpretation of computer programs; programming paradigms; and language design. Illustrative examples are selected from a variety of programming language paradigms. Prerequisites: CSE 332S",,,,BME T2 TU 3.00 ,,02,-T-R---,1:00P-2:20P,TBA,Cosgrove,No final,0,0,0
223,E81 CSE 428S,Multi-Paradigm Programming in C++,3.0 Units,"Intensive focus on how modern C++ language features support procedural, functional, generic, and object-oriented programming paradigms and allow those paradigms to be applied both separately and in combination. Topics covered will include various C++ language features and semantics, especially from the C++11 standard onward, with studio exercises and lab assignments designed to build proficiency in using them effectively within and across the different programming paradigms. Prerequisite: CSE 332S or CSE 504N; or graduate standing and basic proficiency in C++.",,,,TU 3.00 ,,01,-T-R---,4:30P-5:50P,Urbauer / 222   ,Mitz,No final,0,0,0
224,E81 CSE 433R,Seminar: Capture The Flag (CTF) Studio,1.0 Unit,"This course provides a collaborative studio space for hands-on practice solving security-relevant puzzles in ""Capture The Flag"" (CTF) format. Students will engage CTF challenges individually and in teams, and online CTF resources requiring (free) account signup may be used. Students will be encouraged to attempt challenges commensurate with their ability, but no prior CTF experience or security knowledge is assumed. The goal of the course is to build skills in the fundamentals of security analysis, including usage of the Linux command line and console-based security tools, creativity in applying theoretical knowledge to practical challenges, and confidence in approaching under-specified problems. Prerequisite/corequisite: CSE 433S or equivalent.",,,,,,01,-T-----,2:30P-3:50P,TBA,Cole,No final,40,0,0
225,E81 CSE 433S,Introduction to Computer Security,3.0 Units,"Secure computing requires the secure design, implementation, and use of systems and algorithms across many areas of computer science. Fundamentals of secure computing such as trust models and cryptography will lay the groundwork for studying key topics in the security of systems, networking, web design, machine learning algorithms, mobile applications, and physical devices. Human factors, privacy, and the law will also be considered. Hands-on practice exploring vulnerabilities and defenses using Linux, C, and Python in studios and lab assignments is a key component of the course. Prerequisites: CSE 247 and either CSE 361 or CSE 332.",,,,BME T2 TU 3.00 ,,01,-T-R---,11:30A-12:50P,TBA,Zhang,No final,50,0,0
226,E81 CSE 434S,Reverse Engineering and Malware Analysis,3.0 Units,"This course will focus on reverse engineering and malware analysis techniques. Reverse engineering -- the process of deconstructing an object to reveal its design and architecture -- is an essential skill in the information security community. Although hackers often use reverse engineering tools to discover and exploit vulnerabilities, security analysts and researchers must use reverse engineering techniques to find what a specific malware does, how it does it, and how it got into the system. In this course, we will explore reverse engineering techniques and tools, focusing on malware analysis. Students will use and write software during in-class studios and homework assignments to illustrate mastery of the material. Prerequisite: CSE 361S.",,,,TU 3.00 ,,01,-T-R---,10:00A-11:20A,TBA,Cole,Paper/Project/TakeHome,40,0,0
